Loci,Replicate,Final_fitness,Final_genome_size
20,129,18.984437583617247,20.0
1,130,16.256349540215137,4.0
5,130,12.715264490152382,6.0
10,130,13.262300300922266,10.999
15,130,43.92881199069837,14.003
20,130,21.416761415830283,16.999
1,131,12.494808034264222,2.0
5,131,20.558147808562925,4.0
10,131,10.18009512099814,8.0
15,131,23.494117125159914,15.0
20,131,22.83479085595412,16.0
1,132,15.746951522045508,3.0
5,132,20.650712132396308,6.0
10,132,31.698369979176988,9.0
15,132,23.341266368811766,15.0
20,132,40.30348494106707,18.0
1,133,32.09932610311272,3.0
5,133,11.079412306750404,4.001
10,133,18.05195066014028,12.0
15,133,22.48826825841032,13.0
20,133,51.12580301287284,19.0
1,134,9.074810586186961,3.0
5,134,17.111337609804046,3.0
10,134,7.678886371574081,10.0
15,134,16.409658769035435,14.0
20,134,14.283769534618841,19.0
1,135,14.226032434273412,4.0
5,135,16.694170825452705,6.0
10,135,16.61003209698465,9.0
15,135,23.84190026890547,15.0
20,135,22.25452209537368,16.0
1,136,16.853097041078495,5.0
5,136,37.34045064329754,7.001
10,136,14.607081378942183,11.0
15,136,11.74080140251314,16.0
20,136,16.878044170698487,17.0
1,137,27.381919884821713,3.0
5,137,21.371451185031226,6.0
10,137,24.606198341148374,10.0
15,137,19.56039210210616,13.0
20,137,31.138439923091536,20.0
1,138,8.77759492133701,3.0
5,138,14.507854451967008,7.001
10,138,14.39146585223593,10.001
15,138,12.181397350610695,13.0
20,138,18.027050186671595,18.0
1,139,12.280845504460098,5.0
5,139,42.38466768365838,7.0
10,139,13.486290416635061,9.0
15,139,10.098299734413015,14.997
20,139,41.6487838557015,19.0
1,140,11.0148398676475,7.0
5,140,10.378799580497187,7.003
10,140,16.187795057135993,9.998
15,140,10.104404939026567,15.0
20,140,13.208807155916755,18.0
1,141,28.717996756324137,5.0
5,141,13.45340654853887,5.0
10,141,22.961722564042226,9.0
15,141,23.784177321154797,14.0
20,141,51.12580301287284,19.0
1,142,12.494808034264222,2.0
5,142,21.18735999661682,7.001
10,142,23.368569406263752,12.0
15,142,16.225606526025494,14.0
20,142,50.15470268620722,19.0
1,143,8.77759492133701,3.001
5,143,14.899350164469634,4.0
10,143,29.255855654772358,11.0
15,143,15.602797806963542,13.0
20,143,51.12580301287284,19.0
1,144,14.185690540652011,3.0
5,144,19.924083900329386,9.0
10,144,16.132153386818892,11.0
15,144,16.14594924892244,13.0
20,144,18.984437583617247,20.0
1,145,19.027053646657738,6.0
5,145,23.55359210787301,8.0
10,145,16.659604376496272,10.998
15,145,15.057105635505062,12.0
20,145,41.395181086614784,16.0
1,146,15.746951522045508,3.002
5,146,27.783327727778996,4.0
10,146,22.40371236952914,12.0
15,146,10.294707127806147,14.0
20,146,13.208807155916755,18.0
1,147,10.278901597099123,4.007
5,147,16.818661290346697,4.0
10,147,26.378290732867974,9.0
15,147,18.437773886772057,14.0
20,147,14.600674913279034,18.0
1,148,13.158346842022292,4.0
5,148,10.072143090721141,4.0
10,148,39.322264231333726,9.0
15,148,21.85401584410779,12.0
20,148,15.674656232950547,19.0
1,149,14.744035121993894,5.001
5,149,11.87756632848499,4.0
10,149,19.89119463605661,12.999
15,149,21.02245926784728,14.0
20,149,16.991569243694162,16.999
1,150,10.279066623407171,4.0
5,150,12.674701535510593,7.0
10,150,24.6434610199713,7.0
15,150,73.5133818047969,14.0
20,150,41.6487838557015,19.0
1,151,15.821388934362826,5.0
5,151,22.692730876941873,8.0
10,151,39.6139085509986,8.0
15,151,16.751983535363546,14.001
20,151,41.60868040074,19.0
1,152,32.09932610311272,3.0
5,152,30.834641584116113,5.0
10,152,19.333620148353802,10.0
15,152,10.703505541848266,14.0
20,152,12.14598080087269,19.0
1,153,10.279066623407171,4.0
5,153,13.571758935869779,6.0
10,153,18.02243119230558,11.999
15,153,19.183509355448663,16.0
20,153,15.674656232950547,18.999
1,154,9.910767383488153,3.0
5,154,10.613118100789094,6.002
10,154,13.96672846515724,11.0
15,154,30.888039536730926,14.0
20,154,51.12580301287284,19.0
1,155,14.131844631811747,5.0
5,155,16.65000770405302,9.0
10,155,8.107790695995533,11.0
15,155,31.312130884183084,14.0
20,155,18.680852136679693,17.0
1,156,6.632429256366886,3.0
5,156,9.910767383488153,3.0
10,156,13.865657246250613,8.0
15,156,13.032955579979077,13.001
20,156,15.497515326390658,17.999
1,157,32.09932610311272,3.0
5,157,11.643684941513058,5.0
10,157,18.015595916381177,11.0
15,157,21.848490498098244,12.0
20,157,11.655302576759237,19.0
1,158,10.279066623407171,4.0
5,158,10.92642629233132,7.0
10,158,12.157789418160633,11.0
15,158,12.17743974893156,15.0
20,158,51.12580301287284,19.0
1,159,8.717739180531984,4.0
5,159,27.88781749256831,8.0
10,159,14.67241452340517,10.0
15,159,10.655351799298382,14.0
20,159,15.61004525316477,20.0
1,160,29.912236621007146,6.0
5,160,10.75360570956084,6.0
10,160,23.161751544327387,10.0
15,160,57.47352772032909,15.0
20,160,12.663777613850847,20.0
1,161,19.112870935523297,3.999
5,161,13.15976872133003,6.0
10,161,70.03382697265745,12.0
15,161,12.072408561147476,13.001
20,161,18.984437583617247,20.0
1,162,12.151626826725392,5.001
5,162,29.10565718923727,4.0
10,162,12.482378450830131,10.001
15,162,27.794539922336934,14.0
20,162,15.674656232950547,18.998
1,163,13.17618361511665,5.001
5,163,19.475606527646537,7.0
10,163,14.678977284164205,8.0
15,163,12.066549565183024,12.0
20,163,11.814825092838582,18.999
1,164,7.711643360647249,2.0
5,164,10.18866677786509,8.0
10,164,16.674304323830427,12.0
15,164,23.084057633052534,14.0
20,164,14.600674913279034,18.0
1,165,21.998075727813458,4.001
5,165,14.64242674247882,6.0
10,165,14.012524915119645,13.0
15,165,25.983221903745324,13.0
20,165,18.11834020974481,18.0
1,166,21.14825168978091,3.0
5,166,20.62916401550676,6.999
10,166,14.099073299680956,8.998
15,166,18.56774253169456,12.0
20,166,15.734754285846117,18.0
1,167,17.906574903869263,4.0
5,167,20.66812449454958,5.0
10,167,13.590023456431783,10.001
15,167,21.950727873679575,13.0
20,167,18.984437583617247,20.0
1,168,17.903595439038824,4.0
5,168,34.068079868755625,7.0
10,168,14.687703876801745,9.0
15,168,17.398736396523994,14.999
20,168,31.138439923091536,20.0
1,169,14.226032434273412,4.001
5,169,34.84812386709328,6.0
10,169,25.995484906954132,13.0
15,169,13.967619003007949,12.0
20,169,16.524807711641056,17.0
1,170,28.717996756324137,4.999
5,170,39.671134372269655,8.0
10,170,17.66637598985682,10.0
15,170,12.52823620752813,13.999
20,170,16.027704337550993,19.0
1,171,9.199854052574743,4.0
5,171,17.20785334832802,6.0
10,171,31.70173980652163,11.0
15,171,17.161844534426923,14.0
20,171,18.341534343670098,16.0
1,172,14.185690540652011,2.999
5,172,20.73017382182783,4.0
10,172,21.78184727033551,8.0
15,172,29.058774272815157,14.0
20,172,15.674656232950547,19.0
1,173,12.310854464424365,4.0
5,173,13.713874142160908,7.0
10,173,14.539856451530754,12.0
15,173,39.91225252126134,14.0
20,173,18.984437583617247,20.0
1,174,19.801839493291716,4.0
5,174,21.035615324621123,6.0
10,174,12.621408310725718,10.001
